#Completeness function mag, comp 
23.768382034434268,0.9939799331103679
24.0680745190585,0.9906666666666667
24.36776700368273,0.9920212765957447
24.66745948830696,0.9946416610850636
24.96715197293119,0.9879679144385026
25.266844457555422,0.988
25.566536942179653,0.9805369127516779
25.866229426803883,0.9814937210839392
26.165921911428118,0.9847277556440903
26.46561439605235,0.9933110367892977
26.76530688067658,1.0033738191632928
27.06499936530081,0.9629384513567174
27.36469184992504,0.8324468085106383
27.664384334549272,0.6208975217682519
27.964076819173503,0.39349701393497016
28.263769303797734,0.22684563758389262
28.563461788421964,0.15013404825737264
28.8631542730462,0.1049136786188579
29.16284675767043,0.07884097035040431
29.46253924229466,0.07559681697612732
29.76223172691889,0.04956463496316142
30.061924211543122,0.047364909939959975
30.361616696167353,0.0445945945945946
30.661309180791584,0.0381328073635766
