#Completeness function mag, comp 
23.76856725202848,0.9616161616161616
24.06849016484079,0.9663366336633663
24.368413077653095,0.962641761174116
24.6683359904654,0.962
24.968258903277707,0.9634794156706508
25.268181816090014,0.959866220735786
25.568104728902323,0.9492084432717678
25.86802764171463,0.9445945945945946
26.16795055452694,0.9605878423513694
26.467873467339246,0.977348434377082
26.76779638015155,1.007372654155496
27.067719292963858,0.9497686715135493
27.367642205776164,0.8198258539852645
27.667565118588474,0.5997340425531915
27.967488031400784,0.39071956960322796
28.26741094421309,0.22288359788359788
28.567333857025396,0.13404114134041142
28.867256769837702,0.09670920080591
29.16717968265001,0.04765056254136334
29.46710259546232,0.06380120886501008
29.767025508274624,0.04733333333333333
30.066948421086934,0.03530979347101932
30.36687133389924,0.03513513513513514
30.666794246711547,0.03423304805793285
