#Completeness function mag, comp 
23.471639820584535,0.9727936297279363
23.771561900021844,0.9665327978580991
24.071483979459146,0.9636483807005949
24.371406058896454,0.9636363636363636
24.671328138333756,0.9647840531561461
24.971250217771065,0.9517749497655726
25.271172297208366,0.9418060200668896
25.571094376645675,0.9568965517241379
25.871016456082977,0.9356533158240316
26.170938535520285,0.9546377792823291
26.470860614957587,0.9547540983606557
26.770782694394896,0.9660556687033266
27.070704773832198,0.952317880794702
27.370626853269506,0.9670255720053835
27.670548932706808,0.9622266401590457
27.970471012144117,0.9691482226693494
28.27039309158142,0.9195781147000659
28.570315171018727,0.704177897574124
28.87023725045603,0.4188204108681246
29.170159329893337,0.21140939597315436
29.47008140933064,0.12693082605775688
29.770003488767948,0.08410596026490066
30.06992556820525,0.05309139784946237
30.36984764764256,0.0423841059602649
