#Completeness function mag, comp 
23.895037505905538,0.9743589743589743
24.194839996030044,0.9670619235836627
24.49464248615455,0.9602385685884692
24.794444976279056,0.9711409395973154
25.094247466403562,0.9612771739130435
25.394049956528068,0.9475409836065574
25.693852446652574,0.9362843729040912
25.99365493677708,0.9403183023872679
26.293457426901586,0.9661354581673307
26.593259917026096,0.9798792756539235
26.8930624071506,0.9629878869448183
27.192864897275108,0.9848484848484849
27.492667387399614,0.9725935828877005
27.79246987752412,0.9338235294117647
28.092272367648626,0.8386880856760375
28.39207485777313,0.850964737192282
28.691877347897638,0.5894039735099338
28.991679838022144,0.3519140362659503
29.29148232814665,0.178
29.591284818271156,0.10133333333333333
29.89108730839566,0.0674682698730795
30.190889798520168,0.048
30.490692288644674,0.035924232527759635
30.79049477876918,0.04901293396868618
